,0,1,2,3,4,5,,,,,,
9240,위치가 지도에서 보는 것 보다 좋습니다.,숙소의 발코니에서 보는 풍경이 정말 좋습니다.,1.2,0.57123673,-210.9503479,-9.670412064,,,,,,
9241,위치가 중요하시면 떼르미니 근처가세요.,위치가 중요하다면 타미니 근처로 가세요.,3.9,0.615260839,-201.2080841,-9.060235023,,,,,,
9242,비 올 때는 흰 운동화 신지 말아라.,비 내릴 때 흰 운동화는 신지 않도록 해라.,4,0.951301575,-76.85922241,-3.456934214,,,,,,
9243,"주요공정은 지하구조물 공사, 옥탑층 골조공사, 세대 바닥 미장 공사, 승강기 설치공사, 지하관로 매설 공사 등이다.","현재 스위스,?스웨덴 등 50개국이 탄소세를 시행중이다.",0,0.084841907,-339.7016602,-15.26997471,,,,,,
9244,특히 바클레이센터 10분 정도로 너무 가깝구요!,특히 바클레이 센터까지 10분이 너무 가까워요!,4.1,0.923968852,-96.51698303,-4.317407131,,,,,,
9245,가스레인지 쓰면 안되는 거 잊지마,가스레인지 쓰지 않도록 해주세요,4.2,0.805944681,-154.1235046,-6.910333633,,,,,,
9246,상한 음식은 먹지 말아주시기 바랍니다.,상한 음식은 먹지 말아라.,3.9,0.905098021,-101.6621475,-4.626324654,,,,,,
9247,한편 이번 교민 등의 이송 시에도 ‘중국 출국 전-기내-입국-시설·병원에서의 보호’ 등 전 과정에 걸쳐 철저한 감염 방지 대책이 이루어진다.,출·입국심사의 경우 ‘출국’은 일반적인 절차를 따르되 ‘입국’은 관광비행 이용객에 한해 예외적으로 해외입국 없이도 재입국으로 처리한다.,1.3,0.534792185,-248.1892395,-11.21334362,,,,,,
9248,그리고 화장실 틈사이에 개미같은 작은 벌레들이 많았어요.,"그리고 쉬운 체크인, 모든 것이 다 좋았어요.",0.2,0.326171279,-276.8897705,-12.78582287,,,,,,
9249,"숙소가 매우 좋았고, 주인분들이 매우매우 친절해요!","숙소는 매우 좋았고, 주인들은 매우 매우 친절해요!",4.8,0.960114896,-65.52518463,-2.987660885,,,,,,
9250,반면 부정적으로 보는 기업들은 ‘소비심리 위축으로 인한 매출 감소’(73.0%)를 주된 이유로 답했다.,궁극적으로는 제주를 청정환경과 에너지 기술 융복합 산업이 공존하는 ‘탄소 중립적인 글로벌 녹색도시’로 만들게 됩니다.,0,0.234888196,-294.7609863,-13.41292381,,,,,,
9251,그리고 예스진지로 투어생각하신다면 이 쪽 차량 서비스 이용하세요.,"그리고 예스진지로 관광을 생각하신다면, 이 자동차 서비스를 이용하세요.",4.3,0.88668251,-111.0382309,-5.009138584,,,,,,
9252,간단한 음식점이 세 군데 정도 있습니다.,3개의 간단한 레스토랑이 있습니다.,3,0.84155184,-121.1823807,-5.566340923,,,,,,
9253,"긴 일정이 있으신분, 2명이서 쓰시는 분들께 더욱 좋을것 같습니다.",아주 조용히 걸어다니시는 게 좋을 것 같습니다.,0.1,0.472810149,-230.1014709,-10.33047104,,,,,,
9254,친절한 주인고 모든 것을 잘 갖춘 곳입니다.,"하지만 그걸 감안하더라도 사진보다 더 넓은 공간, 깨끗한 집, 모든 것을 갖춘 집입니다.",1.7,0.535313725,-213.8850403,-9.678071976,,,,,,
9255,그런데 저녁에 바깥의 차 소리가 조금 시끄러워요.,대만족  근데 저녁에 밑에 가게가 조금 시끄러울 때가 있어요,2.2,0.701886177,-184.1679993,-8.365869522,,,,,,
9256,집안 조명등 밝기 상태는 어떻게 해야 알아 볼 수 있어?,지금 집안에 조명등 있잖아 밝기가 어느정도인지 알고 싶은데 어떻게 해?,3.4,0.911631405,-107.0047455,-4.856554985,,,,,,
9257,세제 한번 세탁할 때 썼던 만큼 표시해줘봐,거실에 있는게 아니라 안방에 있는 조명은 밝게 유지하는게 어때?,0,0.226545691,-304.0814819,-13.86854649,,,,,,
9258,실내도 좋지만 정원에서의 황홀함을 가득 느끼는 것을 추천합니다!,"그래도, 약간 음침한 기운의 포르투에서 편안함을 주는 숙소인것 같아서 추천합니다!",0,0.411186397,-261.2847595,-11.87265205,,,,,,
9259,"나리타 공항에서 접근성이 좋았으며, 아사쿠사 지역을 기점으로 도쿄 여행하기에 아주 좋은 숙소입니다.",볼케이노 국립공원에서 매우 가까워서 킬라우에아 화산폭발을 감상하기에 더없이 좋은 장소입니다.,0.5,0.463213146,-250.2103271,-11.43548584,,,,,,
9260,또 코로나19 사태로 피해를 입은 소상공인과 개인채무자들의 연체채권 등을 자산관리공사가 최대 2조원 규모로 매입한 후 상환유예 및 장기에 걸친 분할상환 등을 지원할 방침이다.,자산관리공단은 이와 함께 코로나19 사태로 피해를 본 영세 자영업자와 개인 채무자 등으로부터 최대 2조원 규모의 연체채권을 매입해 상환을 연기하고 장기 상환할 수 있도록 지원할 계획입니다.,3.8,0.943246663,-84.0694046,-3.845201731,,,,,,
9261,제일 좋은 것은 좋은동네에 위치한 게스트하우스였습니다.,무엇보다 제일 좋았던 것은 주인장 커플의 배려였습니다.,1,0.621293962,-194.228653,-8.711593628,,,,,,
9262,짐을 펼칠 공간이 없어서 캐리어는 눈치 보인다.,베를린을 돌아다니는데 편한 위치였어요.,0,0.470318317,-237.0236816,-10.80200768,,,,,,
9263,리스본에 가신다면 꼭 이 숙소로 가세요,리스본에 가실 거면 이 숙소로 꼭 가보세요.,4.7,0.954496384,-71.32226563,-3.225648403,,,,,,
9264,티비 그만 봐!,침실에 있는 무드등 조절 어떻게 했더라?,0,0.393673539,-261.4762573,-12.07576656,,,,,,
9265,침구류 등도 호스트가 매우 신경쓴게 보였구요!,주인도 침구에 대해 매우 걱정하고 있다는 것을 알 수 있었어요!,2.4,0.778626442,-153.800766,-7.125144482,,,,,,
9266,골목은 어둡지만 늦은 시각까지 유동인구가 많은 편입니다.,골목은 어둡지만 밤늦게까지 유동인구가 많습니다.,4.1,0.939302623,-84.13745117,-3.832231283,,,,,,
9267,관광 중에 숙소를 잠시 들를 수 있는 것이 얼마나 유용한 지는 여행자들이 더 잘 알것이다.,주방에도 사용할수 있는 도구들이 많습니다.,0.1,0.34572041,-260.2614136,-11.6537323,,,,,,
9268,특수 문자를 최대 메일 주소에 몇 개까지 넣을 수 있지?,특수 문자는 메일 주소에 몇 개까지 허용되어 있어?,4,0.926908255,-95.65409851,-4.295683861,,,,,,
9269,전체적으로 위치나 숙소 공간은 제 여행중 가장 좋았던 것 같습니다,개인적으로는 이탈리아 여행에서 묵었던 비슷한 가격대의 에어비앤비 중 가장 좋았어요.,1.3,0.767856598,-166.6147614,-7.392006397,,,,,,
9270,다만 지급단가와 월 임금액의 60%를 비교해 낮은 단가로 지급된다.,"단, 월 임금의 60%를 단가보다 낮은 단가로 지급합니다.",3.9,0.913229346,-103.3767242,-4.675452709,,,,,,
9271,개인방을 호스티스와 사용하는 조건인데 왜 다른 호스트를 또 들인것인가?,불편한 점은 욕실과 화장실을 공동으로 사용해야 하는 것입니다.,0,0.520671308,-234.2484741,-10.60986519,,,,,,
9272,비가 오면 저기압과 고기압 둘 중 무엇입니까?,비가 오면 저기압인지 고기압인지 알아봐주세요.,3.5,0.871489644,-126.7776337,-5.722449303,,,,,,
9273,근처에 큰 공원과 퀸빅토리아 마켓이 있어요!,근처에 큰 공원과 퀸 빅토리아 시장이 있어요!,4.6,0.862446308,-124.11483,-5.64799118,,,,,,
9274,눈 내릴 때는 스노우타이어 낍시다. 방심은 금물입니다.,눈 올 때 방심하지 말고 스노우타이어 껴.,3.3,0.887098551,-117.3363495,-5.188390255,,,,,,
9275,"많은 친구들이 함께 머물 수 있는 충분한 방과 넓은 주방과 거실, 모든게 만족스러웠어요.",한국인들이 볼 수 있게 한국어로 남깁니다.,0,0.169591546,-305.5890198,-13.89160728,,,,,,
9276,일단 위치는 좋은데 7층까지 엘레이터없이 올라가야 합니다.,우선 위치는 좋지만 엘리베이터 없이 7층으로 올라가야 합니다.,4.3,0.907029271,-101.0668945,-4.608236313,,,,,,
9277,그치만 복층 특성상 좀 추운건 감안하셔야해요.,근데 너무 번화가라 시끄러운 건 감안해야 합니다.,1,0.39701432,-254.5490723,-11.43807888,,,,,,
9278,덕분에 여행을 잘 마무리할 수 있었어요!,당신 덕분에 여행을 잘 마칠 수 있었어요!,4.5,0.927447438,-86.7848053,-3.97773695,,,,,,
9279,이것 만으로도 많은 부분이 만족스러울 것 같아요.,이것만으로도 많은 것을 만족시킬 수 있을 것 같아요.,3.8,0.842502832,-125.8106537,-5.657721519,,,,,,
9280,어느 일정이 내일 일정 중에 수정해도 되는 일정인가요?,어느 걸 내일 일정 중 수정해도 되나요?,3.9,0.885958135,-111.2830658,-5.047897339,,,,,,
9281,아웃룩 최신 버젼에 추가된 기능엔 뭐뭐가 있어?,이번 아웃룩 최신 버젼에서 소개된 새 기능들이 뭐니?,3.7,0.910492897,-103.9468384,-4.694992065,,,,,,
9282,근데 하나 단점은 집에 천장조명이 없어요.,잠시나마 한국집에 다녀온 기분이였어요.,0,0.257218957,-276.8400879,-12.5358572,,,,,,
9283,언덕을 내려갈때 바라본 비치풍경은 지금도 잊지못할정도로 멋집니다.,언덕을 내려가면서 본 해변 풍경은 아직도 잊을 수 없습니다.,3.9,0.866718471,-113.6811752,-5.245055676,,,,,,
9284,몇 월 며칠에 남해에 꽃이 피는지 궁금합니다.,비옷 대신으로 우산 챙기자.,0,0.337010443,-268.532196,-12.38121128,,,,,,
9285,"또한 보육시간은 종일보육(7:30~19:30)으로 하며, 급·간식도 평상시와 같이 제공한다.","또한, 보육시간은 하루 종일(7:30-19:30) 제공되어야 하며, 식사와 간식은 평소와 같이 제공되어야 합니다.",4,0.911680281,-100.4356995,-4.562906742,,,,,,
9286,토마스 바흐 위원장은 폐회식 종료 후 최윤희 차관 등 우리나라 관계자들을 만찬에 초청했다.,국토부와 경찰청은 연말연시 음주운전 근절 등 교통법규 준수와 보행자 우선 배려 등 선진적인 교통문화 정착에 국민들의 적극 동참을 당부했다.,0,0.273138165,-297.6837158,-13.3442688,,,,,,
9287,생일이 삼월이라고 했던 친구 이름이 무언가?,장인어른과의 약속에는 딱 맞춰 가지말고 일찍 나오는게 좋다.,0,0.299212635,-280.8737793,-13.02610588,,,,,,
9288,"숙소 위치나 청결도, 난방, 호스트와의 연락관계는 좋았어요","위치, 청결, 게스트를 위한 배려, 호스트의 친절함 모두 좋았어요",3.1,0.864350319,-120.1426086,-5.397287369,,,,,,
9289,에어비엔비에서 오는 메일 알림을 받으려면 어떤 설정이 필요해?,에어비엔비한테 메일알림을 받고 싶은데 어떻게 해야해?,4.3,0.862279236,-131.6874542,-5.946444988,,,,,,
9290,내 페이스북 계정 중 지메일로 된거 비밀번호가 뭐더라,학교 메일이 받지 않는 도메인은 무엇이 있나요?,0.4,0.612533927,-215.3450012,-9.715210915,,,,,,
9291,문제가 있다면 주방도구가 약간 부족합니다.,"만약 문제가 있다면, 주방 도구는 조금 부족해요.",4,0.917814374,-91.33883667,-4.181549549,,,,,,
9292,이번에 오는 태풍 규모는 어떻게 돼?,상온에 음식 오래 두면 안돼. 여름에는.,0,0.303540468,-283.3517456,-12.96287918,,,,,,
9293,또 유럽에서 우리나라로 입국하는 내·외국인 자가격리자 모니터링에도 ‘자가격리자 안전보호 앱’을 활용할 계획이다.,"또한, '자체 격리 안전 보호 앱'을 사용하여 유럽에서 한국으로 들어오는 국내외의 자가 격리된 사람들을 감시할 계획입니다.",2.8,0.865767956,-130.2752686,-5.888406754,,,,,,
9294,숙소 스타일이 특별한 로마 스타일이 있어요.,숙소 근처에 몇블럭 떨어진 곳에는 상점이 있어요.,0.8,0.421182275,-250.6612244,-11.34358978,,,,,,
9295,"정부는 20일 국내에서 신종 코로나바이러스 확진자가 발생한 것과 관련, 확산 방지를 위한 범정부적 대응을 강화하기로 했다.",정부는 20일 국내에서 신종 코로나 바이러스 확진 판정이 나면서 확산 방지를 위해 범정부 차원의 대응을 강화하기로 했습니다.,4.3,0.978610218,-51.6605072,-2.31979394,,,,,,
9296,친구 생일 잊어버리는 바보같은 짓은 하지 마.,친구 생일 날짜는 꼭 기억해야 하는 거야.,2.6,0.786584616,-150.8046417,-6.738514423,,,,,,
9297,체크인아웃할때 의사소통도 매우 빨랐고요.,다음번파리 방문때도 사용할 의사가 매우 있습니다.,0,0.390302658,-253.4510956,-11.44503498,,,,,,
9298,에어컨 작동 예약 시간 언제로 돼있지?,티비 그만 쳐다보고 빨리 방에 들어가,0,0.47927922,-234.7312469,-10.82358837,,,,,,
9299,4일 묵는동안 2일정도 저녁8시 이후로 물이 끊겼습니다.,사진이 별로일 정도로 만족감이 엄청났습니다.,0,0.36899662,-240.7618256,-10.99267101,,,,,,
9300,"이외에 코로나19 치료제와 백신 개발을 위한 RD(연구개발)에 10억원의 예산이 쓰이고, 소셜네트워크서비스(SNS)와 매체·옥외광고 등 홍보 확대에는 17억원을 지원한다.","또한, 코로나19 치료제 및 백신 개발을 위한 연구개발비 10억 원과 소셜네트워크서비스(SNS), 미디어, 옥외광고 등 홍보확대를 위한 17억 원이 지원될 예정입니다.",4.1,0.963668525,-67.23973083,-3.014633656,,,,,,
9301,숙소 내부는 넓은 편이고 호스트도 1층에 있기 때문에 불편사항을 바로 피드백이 가능 합니다.,숙소 내부가 넓고 호스트도 1층에 있어 불편사항에 대한 피드백을 즉시 받으실 수 있습니다.,4.2,0.969534099,-58.04423904,-2.632876635,,,,,,
9302,통돌이랑 세탁기랑 뭐가 더 세척력이 좋은겨?,통돌이가 더 세척력이 좋아 아님 드럼이 더 좋아?,4,0.836952209,-132.7609558,-6.071121216,,,,,,
9303,선풍기와 에어컨을 통합 조절하는 방법이 뭐야?,블루투스 스피커는 결제하지마,0,0.374537826,-266.9824829,-12.0483799,,,,,,
9304,다만 도로 폭이 좁은 이면도로와 같이 설치가 부적합한 지역에는 과속방지턱과 같은 안전시설을 확충할 계획이다.,재난 관련 긴급 물자가 공급되는 단계별 문제점과 이에 따른 해결방안 등을 구체적으로 제시한 최우수 아이디어에는 표창과 1000만원의 포상금을 지급할 계획이다.,0,0.208467603,-309.1959839,-13.93015766,,,,,,
9305,자상한 기업 7호인 삼성전자는 지난해 10월 소재·부품·장비 중심 스마트공장 고도화를 위한 업무협약을?중기부·중소기업중앙회와 체결한 바 있다.,또 국내기업과의 상생협력이나 국내 소재·부품·장비 산업경쟁력을 강화하는 데도 기여할 전망이다.,1.2,0.620522618,-210.4755859,-9.5843153,,,,,,
9306,"2020학년도 신학기 시작 시점에서 총 5주의 휴업이 실시됨에 따라 유치원, 어린이집과 각급학교의 학사 일정도 변화된다.",이에따라 코로나19로 직간접 피해를 입은 중소기업과 소상공인의 대출은 최소 6개월 이상 만기가 연장된다.,0,0.308570147,-282.8825989,-12.91265297,,,,,,
9307,"남부투어 가기전날 밤, 돌아온날밤 이렇게 투숙했습니다.","부엌, 화장실, 침실 모두 깨끗했습니다.",0,0.358467937,-270.232666,-12.16314793,,,,,,
9308,제습기말고 가습기 켜자,언제 에어컨이 작동하게 되어있니?,0,0.583985448,-218.5817413,-9.9091959,,,,,,
9309,밤에는 선풍기와 문만 열어도 시원해요.,아침에 가든에는 오리와 거위들이 집 문까지 올라와서 인사해요.,0,0.406365514,-273.2799072,-12.36950302,,,,,,
9310,만약 이케부크로근처 또는 도쿄여행을 하는분이 있다면 추천합니다.,청결을 정말 중요시 하시는 분이라면 이곳을 적극 추천합니다.,0.8,0.323531091,-276.2181702,-12.38137531,,,,,,
9311,정부가 대구시 소재 중앙교육연수원을 활용해 대구시 경증환자 160명이 입소 가능한 ‘대구1 생활치료센터’의 운영을 시작한다.,정부는 대구 중앙 교육 훈련 센터를 이용하여 대구에서 160명의 경환자가 들어갈 수 있는 대구 1 생활 치료 센터의 운영을 시작할 예정입니다.,4.1,0.860028028,-130.6500854,-5.969997406,,,,,,
9312,전화나 문자 말고 네이버 계정으로 이메일을 보내주시면 감사하겠습니다.,네이버 메일이 휴면계정으로 전환되는 기간이 궁금합니다.,0.7,0.525310397,-230.9270325,-10.52777672,,,,,,
9313,올해는 그간의 노력이 구체적 성과로 결실을 보도록 각고의 노력을 당부합니다.,올해는 수소 경제로 출발선에서 이제 막 첫 발을 내디뎠다.,0.4,0.380002201,-250.6561127,-11.45033073,,,,,,
9314,미세먼지 높을 때는 달리지 하지 않도록 해.,미세먼지 높을 때는 달리기 안돼.,3.9,0.8563779,-123.8560028,-5.551192284,,,,,,
9315,공간도 넓고 수건이나 부자재들이 넉넉해요.,연락도 아주 빠르고 모든것이 완벽해요.,0,0.336728692,-267.3770752,-12.16374302,,,,,,
9316,라니냐 현상 때 해수면 온도 하강 폭은?,제주 지역은 일년 동안 대체적으로 비가 얼마나 내릴까?,0.1,0.363651752,-281.9344482,-12.64082623,,,,,,
9317,여름철 실내온도는 이십도 아래가 되면 안돼.,올해 첫눈 내린 날짜는?,0,0.238386989,-299.1758423,-13.33789253,,,,,,
9318,캐리어 2개를 모두 펼치기는 조금 어렵습니다.,양쪽 캐리어를 펼치기는 좀 어렵네요.,3.8,0.924652696,-90.65058136,-4.088480949,,,,,,
9319,자영업자와 관광업 등 신종 코로나로 인해 직접 피해를 입는 분야에 대한 지원 대책과 취약계층에 대한 마스크와 손 세정제 등의 지원에도 만전을 기하길 바랍니다.,이번 추경안에는 서민과 취약계층의 생계 안정을 지원하는 동시에 소비 촉진 효과도 얻을 수 있는 새로운 지원방안도 포함됐다.,0,0.624322116,-215.6552124,-9.722758293,,,,,,
9320,폭염주의보와 호우주의보 둘 중 어느 것이 올지 궁금합니다.,폭염주의보가 올지 호우주의보가 올지 알려주십시오.,3.8,0.927872181,-93.70394897,-4.190438271,,,,,,
9321,저의 질문에 항상 친절하고 빠른 답변에 감사해요.,제 질문에 대한 친절하고 빠른 답변에 감사드립니다.,4,0.935511053,-84.55536652,-3.786312819,,,,,,
9322,콘서트 가기로 했던 게 이번주였나요 다음주였나요?,이번주와 다음주 중에서 콘서트 가기로 한게 언제인지 기억나?,4,0.857898831,-125.0839462,-5.665124416,,,,,,
9323,세명일경우 이불 하나 꼭 달라고 하세요.,세 분이신다면 담요를 부탁하세요.,3.3,0.704612017,-178.8213806,-8.12965107,,,,,,
9324,사진보다 실제로 보았을 때 정말 맘에 들었습니다.,사진보다 실물로 봤을 때가 더 좋았어요.,3.7,0.869846821,-113.888031,-5.066223621,,,,,,
9325,무선 청소기 작동시키는 방법이 뭐야?,에어컨 바람 직접 쐬기는 자제해 주세요,0,0.390984535,-262.6871948,-12.04967308,,,,,,
9326,별표를 하려면 보낸 메일함에서 어떻게 해야해?,보낸 메일함의 메일을 별표하는 방법좀 알려줘,2.8,0.888750613,-113.8726807,-5.141367435,,,,,,
9327,고비 사막인가? 아프리카인가? 건조한 곳은.,알려줘. 고비 사막과 아프리카 중 건조한 곳을.,4.1,0.881439686,-117.3464432,-5.371127605,,,,,,
9328,숙소는 4명이서 쓰기 딱 좋은 크기었습니다.,4인가족이 사용하기 딱 좋은 공간이었습니다.,4.2,0.826946378,-138.3948212,-6.215581894,,,,,,
9329,"공공부문 채용의 경우 안전·건강 등 국민생활과 밀접한 서비스 중심으로 국가공무원을 1만 6000명 증원하고, 공공기관 필수인력 확충을 추진한다.",공공부문 채용의 경우 안전보건 등 국민생활과 밀접한 서비스를 중심으로 국가공무원을 1만6000명 늘리고 공공기관 필수인력 확충을 추진하기로 했습니다.,4.3,0.963522851,-65.03733063,-2.985776186,,,,,,
9330,습기에 민감하신 분들은 창가 쪽 방은 삼가는 것이 좋겠습니다.,습기에 민감한 분들은 창가방을 피하는 것이 좋습니다.,3.7,0.962171376,-65.37625122,-2.953436375,,,,,,
9331,숙소는 사진에서 보시는것과 같은 사이즈로 침대 옆으로 24인치 캐리어 두개를 펼칠 수 있는 사이즈 입니다,장식된 소품도 가구들도 많아서 정말 현지에서 사는거 같은 기분 입니다.,0,0.246919274,-291.9177551,-13.31620598,,,,,,
9332,"또한 청소년 활동 개념과 범위를 재정의하고, 시설 유형 개편 등 환경 변화에 대응한 ‘청소년활동진흥법’ 전부를 개정한다.",또한 그린 경제를 선도하는 혁신 벤처·스타트업을 집중 육성하고 지역산업 개편 및 규제자유특구 확대 등 기반을 조성한다.,0.1,0.3432374,-293.605835,-13.06530285,,,,,,
9333,더위엔 청량음료 보다는 물 많이 마시도록 해.,오늘 날씨가 비가 올지 맑을지 알려주십시오,0,0.350689232,-264.9233704,-12.067173,,,,,,
9334,근데 세탁기돌릴려고 호스트한티 연락했는데 회사같은느낌의 에어비엔비더라구요,호스트가 진짜 친근한 동네 아줌마 같았어요.,0.4,0.507498026,-235.9197693,-10.76053524,,,,,,
9335,한국 단풍 명소는 어디입니까?,지진일 때는 엘리베이터 말고 건물 계단 이용하자.,0,0.196697772,-306.7577515,-13.99716091,,,,,,
9336,침대가 많아 단체나 가족에게 추천하는 숙소입니다.,침대가 많기 때문에 단체나 가족에게 권장되는 숙박 시설입니다.,4,0.950938165,-73.45565033,-3.355995178,,,,,,
9337,위치도 어느곳을 가기에 적절한 곳입니다.,그 위치는 또한 가기 좋은 장소입니다.,3.6,0.796172917,-141.2578583,-6.369180202,,,,,,
9338,다른 에어비엔비 손님들 없이 저희만 사용할 수 있다는 것도 좋았어요.,다른 스튜디오형식의 집전체 에어비앤비 집들과는 달리 집이 아주 넓어요!,0.8,0.662450671,-206.1065674,-9.304711342,,,,,,
9339,약속을 잡는다면 오늘하고 내일 중 언제가 더 좋으십니까?,오늘 내일 중에 언제가 가능해?,2.8,0.688438654,-186.6201172,-8.317329407,,,,,,
9340,생각보다 거실에 있는 간이 침대가 편하다는 거에 놀랐습니다.,거실에 있는 간이침대가 생각보다 편안해서 놀랐어요.,4.4,0.938740551,-85.10508728,-3.789534092,,,,,,
9341,부모님과 약속 깨면 많이 슬퍼하실 테니 그러지 말거라.,자연어처리 학회 논문 마감일이 언제야?,0,0.214529276,-291.3936462,-13.30432606,,,,,,
9342,한국인 후기가 없었던 상태에서 예약했다,엘리베이터가 없었던것만 빼면 완벽했던 아파트예요,0,0.391024172,-253.7079315,-11.49108124,,,,,,
9343,"매우 청결한 공간과 넓은 침대, 넓은 방이 준비되어 있는 숙소입니다.","아주 깨끗한 방, 큰 침대, 넓은 방입니다.",3.3,0.894938171,-110.4624634,-5.001792908,,,,,,
9344,집 청소 시간 말고 티비 보는 시간 줄여,일하는 시간 말고 티비를 보는 시간을 줄이자,2.7,0.847880244,-129.9616699,-5.945077896,,,,,,
9345,"혹시 이번주에 약속이 더 많니, 다음주에 더 약속이 많니?",일 주일에 텝스 스터디로 모이는 횟수가 몇 번이야?,0.3,0.405273318,-251.015213,-11.43576241,,,,,,
9346,과학기술정보통신부와 개인정보보호위원회가 13일?‘안전한 데이터 활용과 디지털 뉴딜의 성공을 위한 업무협약식’을 개최했다.,과학기술정보통신부와 개인정보보호위원회는 13일 '안전한 데이터 활용과 디지털 뉴딜의 성공을 위한 업무협약식'을 개최했습니다.,4.7,0.992148638,-30.98966408,-1.406426907,,,,,,
9347,주차가 무료인 점은 주차료가 비싼 여타 호텔에 비하면 아주 좋은 장점입니다.,청소에 조금만 더 신경쓰면 아주 좋은곳입니다.,0,0.411744356,-249.7594757,-11.27005386,,,,,,
9348,진짜 모든관광지와 가깝고 혼자여행오신분들한테 딱이예요!,혼자 여행중이신 분들에게 딱 좋습니다!,2.8,0.835643828,-136.6104126,-6.183736324,,,,,,
9349,방이 한개라 화장실 사용하기 수월합니다.,방이 총 3개고 다 다른 게스트들 끼리 사용합니다.,0.6,0.653319001,-192.7312622,-8.799144745,,,,,,
9350,앞으로는 잊지말고 여자친구와의 약속을 일순위로 해봐.,여자친구와의 약속을 자꾸 미루기 보다는 일순위로 해요.,4,0.826482058,-138.9423981,-6.34698391,,,,,,
9351,엘니뇨 현상이 발생하는 가장 큰 이유는 어디에서 찾을 수 있나요?,엘니뇨 현상은 주로 뭐 때문에 발생해?,3,0.897482693,-111.5644073,-5.07357502,,,,,,
9352,내일 아침 일정 중 가장 이른 게 뭔지 알려줘.,내일 예정했던 뮤지컬 시간이 몇 시인지 알고 싶습니다.,0.7,0.479564011,-232.8170471,-10.56079578,,,,,,
9353,이사한 지역의 상품권 등으로 바꿀 수 있나요?,제가 이사한 지역의 상품권으로 바꿀 수 있나요?,4.3,0.959619343,-69.59442139,-3.142036676,,,,,,
9354,내일 불쾌지수가 육십보다 높을지 낮을지 궁금합니다.,내일 불쾌지수는 어때? 육십보다 높아? 아니면 낮아?,4,0.873004019,-120.272438,-5.429009438,,,,,,
9355,"위치도 좋고, 전망이 매우 훌륭합니다.",위치도 정말좋고 방과 욕실도 정말 깨끗합니다.,2.3,0.522691011,-230.431488,-10.36120415,,,,,,
9356,사진에서보다 훨씬 더 아름다운 뷰를 감상하실 수 있어요.,숙소는 사진에서 보는것보다 훨씬더 좋았어요!,2.3,0.584557056,-208.1896667,-9.409115791,,,,,,
9357,호스트분께서 영어가 서투시긴 하지만 정말 친절하세요.,사회자는 영어를 잘 못하지만 매우 친절합니다.,4,0.72745657,-170.3005981,-7.754757881,,,,,,
9358,올해 여름 유럽과 아프리카 중 더운 곳을 골라줘.,어느 사이트에 들어가야하죠? 서울 대기질 확인하려면.,0,0.291643023,-289.8167725,-13.13127327,,,,,,
9359,태풍 경로 지나지 말고 피해서 여행하자.,포항 지역 지진은 얼마나 커?,0,0.390769243,-273.0704346,-12.34440231,,,,,,
9360,미세먼지 마스크 제조하는 업체 찾아주십시오.,피해액수가 얼마지? 작년 태풍으로 인한.,0,0.148684919,-311.9553833,-14.05753994,,,,,,
9361,하핫 아쉬웠는데 에펠탑이랑 개선문 정말 가까워요!,에펠탑이랑 비르하켐 다리 등과 걸어서 약 15분 입니다!,1,0.774563968,-159.5688171,-7.30087328,,,,,,
9362,스위스 인터라켄보다 베니스보다 추운 피렌체였다.,여타 다른 에어비엔비보다 훌륭한 장소였다.,0,0.405972302,-270.8241577,-12.24457741,,,,,,
9363,약속을 변경하는 사유는 지난 후에 공지하지 마시고 약속 삼십분 전에 공지해주세요.,몇 시에 내일 예매한 영화가 상영 시작한대?,0.2,0.347977757,-275.0297241,-12.4483881,,,,,,
9364,지진 났을 땐 안에 있지 말고 건물 밖으로 대피해.,날짜 알려주세요. 중부지방 장마가 그치는 날로.,0,0.148858368,-312.534668,-14.2010088,,,,,,
9365,"방 2개에 부엌겸 거실, 베란다, 화장실 1개가 있습니다.","방 2개, 주방, 거실, 베란다, 화장실 1개가 있습니다.",3.8,0.965220928,-64.2022171,-2.864022493,,,,,,
9366,변기물이 새는지 정기적으로 변기물 채워지는 소리가 납니다.,개인 욕실이 깔끔하고 집 전체적으로 인테리어가 예쁩니다,0,0.521752477,-243.777771,-10.77260876,,,,,,
9367,"다만, 확진자 미 발생 지역은 보훈대상자의 건강상태나 희망여부에 따라 탄력적으로 가정방문 혹은 재택근무를 통한 재가복지서비스를 제공한다.","다만, 확진자가 확인되지 않은 지역은 보훈대상자의 건강상태나 희망사항에 따라 가정방문이나 재택근무를 통해 탄력적으로 복지서비스를 제공하여야 합니다.",4,0.959412277,-71.4288559,-3.276265144,,,,,,
9368,"우선 학습 대상을 초·중·고교 학생, 대학생, 일반인 등으로 구분해 총 28개의 교육과정을 제공한다.","우선, 총 28개의 교과과정이 초, 중, 고등학생, 대학생, 그리고 보통사람으로 배움의 주제를 나누어 제공될 것입니다.",3.8,0.882580459,-114.47332,-5.142343521,,,,,,
9369,올해 1월부터 미혼모자가족복지시설에 의료비를 지원하여 입소 미혼모자의 건강관리를 강화한다.,"올해 1월부터, 정부는 미혼모들의 건강 관리를 강화하기 위해 미혼모와 가족 복지 시설에 의료비를 지원할 예정입니다.",3.1,0.938828707,-86.41070557,-3.958260298,,,,,,
